Date,DIS,daily_return,volume,ewma_short,ewma_long,crossover_long,crossover_short,crossover_signal,short_vol,long_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal,Short_Volume,Long_Volume,SMA_Volume_Ratio,crossover_vol_long,crossover_vol_short,crossover_vol_signal,ATR1,ATR2,ATR3,TrueRange,crossover_atr_entry,crossover_atr_exit,crossover_atr_signal
2004-06-21,20.07808494567871,-0.002797589404779033,6366346.0,19.90735856483535,19.812214716221348,1.0,0.0,1.0,0.0073405827389549745,0.009624368501478367,1.0,0.0,1.0,,,,,0.0,0.0,0.0,6176969.0,,,0.0,0.0,0.0,0.23676109313964844,0.00986480712890625,0.2466259002685547,0.2466259002685547,1.0,0.0,1.0
2004-06-22,20.05394172668457,-0.001202466224217158,6760365.0,19.929515064391012,19.83107955594457,1.0,0.0,1.0,0.006900818840893131,0.009304572650722822,1.0,0.0,1.0,,,,,0.0,0.0,0.0,6301246.8,,,0.0,0.0,0.0,0.19729995727539062,0.0,0.19729995727539062,0.19729995727539062,1.0,0.0,1.0
2004-06-23,19.836666107177734,-0.010834559233695251,8469437.0,19.915778784151236,19.83148921071617,1.0,0.0,1.0,0.007964582658262866,0.009692120575710608,1.0,0.0,1.0,,,,,0.0,0.0,0.0,6764156.0,,,0.0,0.0,0.0,0.6412239074707031,0.02959442138671875,0.6116294860839844,0.6412239074707031,1.0,0.0,1.0
2004-06-24,20.391929626464844,0.02799177625348004,17934516.0,19.984942563341534,19.870275437377007,1.0,0.0,1.0,0.012622687491287818,0.0115428611556705,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,9371799.2,7217482.666666667,1.298485861737204,1.0,0.0,1.0,0.8582553863525391,0.76947021484375,0.08878517150878906,0.8582553863525391,0.0,0.0,0.0
2004-06-25,20.263166427612305,-0.006314419538081872,7792904.0,20.024727393758926,19.896037869084267,1.0,0.0,1.0,0.012286820559793675,0.011435075861993353,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,9464713.6,7303044.4,1.295995626152841,1.0,0.0,1.0,0.3255443572998047,0.07892036437988281,0.24662399291992188,0.3255443572998047,1.0,0.0,1.0
2004-06-28,20.31145668029785,0.0023831543237853303,5432843.0,20.065180473291544,19.921935859199266,1.0,0.0,1.0,0.011375026568474549,0.011055658460126827,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,9278013.0,7337529.933333334,1.2644599864392148,1.0,0.0,1.0,0.43406105041503906,0.384735107421875,0.04932594299316406,0.43406105041503906,1.0,0.0,1.0
2004-06-29,20.51264190673828,0.009905012210944975,5302990.0,20.127584302279427,19.95705565578735,1.0,0.0,1.0,0.010862832214962289,0.010830806023759814,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,8986538.0,7252488.533333333,1.2390971676407017,1.0,0.0,1.0,0.4044666290283203,0.3255462646484375,0.07892036437988281,0.4044666290283203,1.0,0.0,1.0
2004-06-30,20.51264190673828,0.0,6251799.0,20.180752824941553,19.988644265131892,1.0,0.0,1.0,0.010162495169465784,0.010537655229700188,1.0,0.0,1.0,,,,,0.0,0.0,0.0,8543010.4,7271464.666666667,1.1748678968574602,1.0,0.0,1.0,0.25649070739746094,0.10851478576660156,0.14797592163085938,0.25649070739746094,1.0,0.0,1.0
2004-07-01,20.34364891052246,-0.00823848029835239,6081500.0,20.203052969155458,20.00799474158319,1.0,0.0,1.0,0.010278164882397906,0.010582613945835598,1.0,0.0,1.0,19.999219989776613,0.3395235250680846,20.338743514844698,19.659696464708528,0.0,-1.0,-1.0,6172407.2,7193383.866666666,0.858067262141013,0.0,-1.0,-1.0,0.384735107421875,0.00986480712890625,0.37487030029296875,0.384735107421875,1.0,0.0,1.0
2004-07-02,20.335599899291992,-0.00039565228764371074,4260416.0,20.22106421798058,20.025152713549133,1.0,0.0,1.0,0.0095751255134824,0.010314556147022558,1.0,0.0,1.0,20.051527786254884,0.3030455577056769,20.35457334396056,19.748482228549207,0.0,0.0,0.0,5465909.6,7103895.8,0.7694242362057169,0.0,-1.0,-1.0,0.27622032165527344,0.1381092071533203,0.13811111450195312,0.27622032165527344,1.0,0.0,1.0
2004-07-06,19.87689971923828,-0.02255651086396926,5905525.0,20.174596227450472,20.017676742660615,1.0,0.0,1.0,0.012298321137167521,0.01150593717059252,0.0,-1.0,-1.0,20.07727918624878,0.2602127034815494,20.33749188973033,19.81706648276723,0.0,0.0,0.0,5560446.0,7005142.666666667,0.7937662749481,0.0,-1.0,-1.0,0.5820350646972656,0.0,0.5820350646972656,0.5820350646972656,1.0,0.0,1.0
2004-07-07,19.901044845581055,0.0012147330159040237,4479676.0,20.137866681112335,20.012003319183176,1.0,0.0,1.0,0.01149108044332232,0.011212089505777244,0.0,-1.0,-1.0,20.090557384490968,0.24266599951774287,20.33322338400871,19.847891384973224,0.0,0.0,0.0,5395783.2,6894522.666666667,0.7826188208920241,0.0,-1.0,-1.0,0.16770362854003906,0.16770362854003906,0.0,0.16770362854003906,1.0,0.0,1.0
2004-07-08,19.595243453979492,-0.015366097306668047,4897415.0,20.065358530304813,19.992413735502097,1.0,0.0,1.0,0.011764831870754538,0.01151227474191954,0.0,-1.0,-1.0,20.080498218536377,0.2591126859015846,20.33961090443796,19.821385532634793,1.0,0.0,1.0,5124906.4,6810690.933333334,0.7524796603113122,0.0,-1.0,-1.0,0.4044647216796875,0.0197296142578125,0.384735107421875,0.4044647216796875,1.0,0.0,1.0
2004-07-09,19.79642677307129,0.01026694664775607,5809529.0,20.029571901125703,19.9834978092169,1.0,0.0,1.0,0.011956004153200197,0.011428644383514522,0.0,-1.0,-1.0,20.081302833557128,0.2581547536274699,20.339457587184597,19.82314807992966,1.0,0.0,1.0,5070512.2,6871572.866666666,0.7378968830551973,0.0,-1.0,-1.0,0.3255443572998047,0.29594993591308594,0.02959442138671875,0.3255443572998047,1.0,0.0,1.0
2004-07-12,19.595243453979492,-0.010162607696731607,5897314.0,19.971984481326082,19.966378288340835,1.0,0.0,1.0,0.01154011004572579,0.011404943968096637,0.0,-1.0,-1.0,20.066415214538573,0.2774503303213526,20.343865544859927,19.78896488421722,1.0,0.0,1.0,5397891.8,6776171.666666667,0.7965990334266915,0.0,-1.0,-1.0,0.4241943359375,0.12824440002441406,0.29594993591308594,0.4241943359375,1.0,0.0,1.0
2004-07-13,19.498680114746094,-0.004927896887843342,3802331.0,19.909425703906354,19.94636280101792,0.0,-1.0,-1.0,0.010777116406761158,0.01120571637342481,1.0,0.0,1.0,20.046699428558348,0.3032342891221031,20.34993371768045,19.743465139436246,1.0,0.0,1.0,4977253.0,6605237.333333333,0.7535312887066586,0.0,-1.0,-1.0,0.3058147430419922,0.10851478576660156,0.19729995727539062,0.3058147430419922,1.0,0.0,1.0
2004-07-14,19.466487884521484,-0.001650995351232143,4425139.0,19.851039716955174,19.926405529485507,0.0,-1.0,-1.0,0.010050321290487631,0.010969929150645536,1.0,0.0,1.0,20.02617883682251,0.3281897115624181,20.35436854838493,19.69798912526009,1.0,0.0,1.0,4966345.6,6449555.6,0.7700291164247037,0.0,-1.0,-1.0,0.37487030029296875,0.16770553588867188,0.20716476440429688,0.37487030029296875,1.0,0.0,1.0
2004-07-15,19.208972930908203,-0.013228629383014723,4518398.0,19.766605244543697,19.897376223349326,0.0,-1.0,-1.0,0.01005394888951162,0.01106895529480196,1.0,0.0,1.0,19.98594226837158,0.3756924483018254,20.361634716673407,19.610249820069754,1.0,0.0,1.0,4890542.2,6186153.0,0.7905627617034368,0.0,-1.0,-1.0,0.35514068603515625,0.02959442138671875,0.3255462646484375,0.35514068603515625,1.0,0.0,1.0
2004-07-16,18.870988845825195,-0.017595114861095662,6910390.0,19.649069442814287,19.85692560113666,0.0,-1.0,-1.0,0.010484228532562777,0.011364061055784296,1.0,0.0,1.0,19.929208946228027,0.4507368606228126,20.379945806850838,19.478472085605215,1.0,0.0,1.0,5110714.4,5451211.266666667,0.9375373930655094,0.0,-1.0,-1.0,0.6708202362060547,0.21703147888183594,0.45378875732421875,0.6708202362060547,1.0,0.0,1.0
2004-07-19,18.903175354003906,0.001705607927685815,7623822.0,19.55135680549625,19.820277440263556,0.0,-1.0,-1.0,0.010130979421359203,0.0111511046847011,1.0,0.0,1.0,19.867647075653075,0.5023602020626264,20.3700072777157,19.36528687359045,1.0,0.0,1.0,5456016.0,5439939.133333334,1.0029553394390307,1.0,0.0,1.0,0.463653564453125,0.11837959289550781,0.3452739715576172,0.463653564453125,1.0,0.0,1.0
2004-07-20,19.233116149902344,0.01745425251152599,7143031.0,19.509731632320754,19.79825852139257,0.0,-1.0,-1.0,0.012267177059419801,0.011498137782064002,0.0,-1.0,-1.0,19.825398635864257,0.5189866880461448,20.3443853239104,19.306411947818113,1.0,0.0,1.0,6124156.0,5553951.666666667,1.1026664197953948,1.0,0.0,1.0,0.5327091217041016,0.4439239501953125,0.08878517150878906,0.5327091217041016,1.0,0.0,1.0
2004-07-21,19.02388572692871,-0.01087865436588109,6014597.0,19.44626963248966,19.76989227854976,0.0,-1.0,-1.0,0.011850205269447162,0.011460309383228643,0.0,-1.0,-1.0,19.773895835876466,0.5455435095634825,20.31943934543995,19.228352326312983,1.0,0.0,1.0,6442047.6,5601392.133333334,1.150079738510719,1.0,0.0,1.0,0.7300090789794922,0.039459228515625,0.6905498504638672,0.7300090789794922,0.0,0.0,0.0
2004-07-22,18.75832176208496,-0.013959501684129627,6907248.0,19.356513951929763,19.73366547479702,0.0,-1.0,-1.0,0.011675303294914938,0.011524493492122168,0.0,-1.0,-1.0,19.719978618621827,0.590452367247642,20.31043098586947,19.129526251374184,1.0,0.0,1.0,6919817.6,5645088.733333333,1.2258120158748966,1.0,0.0,1.0,0.49324989318847656,0.18743515014648438,0.6806850433349609,0.6806850433349609,1.0,0.0,1.0
2004-07-23,18.47667121887207,-0.015014698371480839,5998885.0,19.241838880371343,19.689620428441867,0.0,-1.0,-1.0,0.011481556589055055,0.011608436820266337,1.0,0.0,1.0,19.62421569824219,0.6297422345154213,20.25395793275761,18.994473463726766,1.0,0.0,1.0,6737516.6,5639581.066666666,1.1946838817200085,1.0,0.0,1.0,0.5425758361816406,0.11837959289550781,0.4241962432861328,0.5425758361816406,1.0,0.0,1.0
2004-07-26,18.388145446777344,-0.004791218669535358,5296503.0,19.13067054436639,19.644966683375657,0.0,-1.0,-1.0,0.010714606981630043,0.011418193221940551,1.0,0.0,1.0,19.53046464920044,0.6680197288601833,20.198484378060623,18.862444920340256,1.0,0.0,1.0,6272052.8,5708653.533333333,1.0986921457707897,1.0,0.0,1.0,0.4439258575439453,0.17757034301757812,0.2663555145263672,0.4439258575439453,1.0,0.0,1.0
2004-07-27,18.468618392944336,0.004376349229992416,5879372.0,19.04452424000681,19.60541847966513,0.0,-1.0,-1.0,0.010602534597681441,0.011276043371976546,1.0,0.0,1.0,19.438322734832763,0.6815818704502534,20.119904605283015,18.75674086438251,1.0,0.0,1.0,6019321.0,5706910.0,1.0547425839902855,1.0,0.0,1.0,0.24662399291992188,0.23675918579101562,0.00986480712890625,0.24662399291992188,1.0,0.0,1.0
2004-07-28,18.380096435546875,-0.004793101222519192,5680791.0,18.95812676060445,19.565025689056316,0.0,-1.0,-1.0,0.009889381320298677,0.011100587875844553,1.0,0.0,1.0,19.331695461273192,0.6714013931771614,20.003096854450355,18.66029406809603,1.0,0.0,1.0,5952559.8,5786984.333333333,1.0286117012124854,1.0,0.0,1.0,0.5425758361816406,0.16770553588867188,0.37487030029296875,0.5425758361816406,1.0,0.0,1.0
2004-07-29,18.50885772705078,0.007005474207136597,4120426.0,18.899741068171366,19.530864880081193,0.0,-1.0,-1.0,0.010059031680831242,0.01102545040109917,1.0,0.0,1.0,19.231506252288817,0.6343868428942674,19.865893095183083,18.59711940939455,1.0,0.0,1.0,5395195.4,5735185.066666666,0.9407186232502397,0.0,-1.0,-1.0,0.31567955017089844,0.37487030029296875,0.05919075012207031,0.37487030029296875,1.0,0.0,1.0
2004-07-30,18.58127784729004,0.003912727695422058,4828180.0,18.858375516412746,19.500711489853472,0.0,-1.0,-1.0,0.009687822613658092,0.010885994717254209,1.0,0.0,1.0,19.143387699127196,0.592813308701024,19.73620100782822,18.55057439042617,0.0,0.0,0.0,5161054.4,5669761.8,0.9102771125234927,0.0,-1.0,-1.0,0.33540916442871094,0.14797401428222656,0.18743515014648438,0.33540916442871094,1.0,0.0,1.0
2004-08-02,18.58933448791504,0.00043358915846436474,5220274.0,18.82344489878478,19.472282774141227,0.0,-1.0,-1.0,0.009080110267571306,0.01071557650252857,1.0,0.0,1.0,19.05607442855835,0.5336200918834427,19.589694520441792,18.522454336674908,0.0,0.0,0.0,5145808.6,5624625.8,0.9148712790813568,0.0,-1.0,-1.0,0.2762184143066406,0.08878517150878906,0.18743324279785156,0.2762184143066406,1.0,0.0,1.0
2004-08-03,18.323768615722656,-0.01428592682352492,4811961.0,18.758594956478635,19.43707060649161,0.0,-1.0,-1.0,0.009525242058750908,0.010793688939160068,1.0,0.0,1.0,18.97841787338257,0.5207365472517563,19.499154420634326,18.45768132613081,1.0,0.0,1.0,4932326.4,5691934.466666667,0.8665465895443608,0.0,-1.0,-1.0,0.384735107421875,0.019731521606445312,0.4044666290283203,0.4044666290283203,1.0,0.0,1.0
2004-08-04,18.098440170288086,-0.012297057999369643,6764420.0,18.672946133726317,19.396711416080876,0.0,-1.0,-1.0,0.009410361438084732,0.010788633362032398,1.0,0.0,1.0,18.88828763961792,0.5084970386797694,19.396784678297692,18.37979060093815,1.0,0.0,1.0,5149052.2,5847886.533333333,0.8804979663422107,0.0,-1.0,-1.0,0.4636554718017578,0.04932594299316406,0.41432952880859375,0.4636554718017578,1.0,0.0,1.0
2004-08-05,17.9294490814209,-0.009337328923219479,6140902.0,18.57651251219734,19.35318705358587,0.0,-1.0,-1.0,0.008935238342520248,0.010701833713971546,1.0,0.0,1.0,18.80499792098999,0.5228291882289694,19.32782710921896,18.282168732761022,1.0,0.0,1.0,5553147.4,5956053.466666667,0.9323535174891312,0.0,-1.0,-1.0,0.49324989318847656,0.25649070739746094,0.23675918579101562,0.49324989318847656,1.0,0.0,1.0
2004-08-06,17.696075439453125,-0.013016219344385904,6308059.0,18.462346312965966,19.304800241832154,0.0,-1.0,-1.0,0.00877137447454626,0.010704882692235209,1.0,0.0,1.0,18.699980354309083,0.5241464719103929,19.224126826219475,18.175833882398692,1.0,0.0,1.0,5849123.2,5915898.066666666,0.9887126407665962,0.0,-1.0,-1.0,0.39459991455078125,0.02959442138671875,0.4241943359375,0.4241943359375,1.0,0.0,1.0
2004-08-09,17.655838012695312,-0.002273805109810012,5256665.0,18.35778950365047,19.25738313785944,0.0,-1.0,-1.0,0.008295968790837466,0.010547460645375113,1.0,0.0,1.0,18.60301008224487,0.5291767934075674,19.13218687565244,18.073833288837303,1.0,0.0,1.0,5856401.4,5758087.6,1.017074036872937,1.0,0.0,1.0,0.3255443572998047,0.17757034301757812,0.14797401428222656,0.3255443572998047,1.0,0.0,1.0
2004-08-10,18.05820655822754,0.022789546734791388,9327116.0,18.31895862334815,19.22340916273922,0.0,-1.0,-1.0,0.012577424233320818,0.011220890108361069,0.0,-1.0,-1.0,18.530986404418947,0.4979627635756821,19.02894916799463,18.033023640843265,0.0,0.0,0.0,6759432.4,5903693.266666667,1.1449497957769916,1.0,0.0,1.0,0.6313591003417969,0.6412239074707031,0.00986480712890625,0.6412239074707031,1.0,0.0,1.0
2004-08-11,17.527082443237305,-0.02941178645164222,12018348.0,18.216335577851055,19.176040254982325,0.0,-1.0,-1.0,0.015126179452109215,0.011985527645588297,0.0,-1.0,-1.0,18.434016132354735,0.49502614683568263,18.92904227919042,17.93898998551905,1.0,0.0,1.0,7810218.0,6303943.333333333,1.238941657153221,1.0,0.0,1.0,0.6905498504638672,0.21702957153320312,0.9075794219970703,0.9075794219970703,0.0,-1.0,-1.0
2004-08-12,17.068384170532227,-0.02617082872694898,13046731.0,18.06758865414253,19.11800680670034,0.0,-1.0,-1.0,0.01583334330196647,0.012450268984038084,0.0,-1.0,-1.0,18.326986694335936,0.547302160287081,18.874288854623018,17.779684534048855,1.0,0.0,1.0,9191383.8,6713242.2,1.3691422901440977,1.0,0.0,1.0,0.5820350646972656,0.18743515014648438,0.76947021484375,0.76947021484375,0.0,0.0,0.0
2004-08-13,16.810871124267578,-0.015087136760680186,10860314.0,17.904768857036668,19.0553434738926,0.0,-1.0,-1.0,0.014964140822026326,0.012434061164909029,0.0,-1.0,-1.0,18.223980808258055,0.6275146158116731,18.85149542406973,17.596466192446382,1.0,0.0,1.0,10101834.8,7037337.466666667,1.4354626089552696,1.0,0.0,1.0,0.5129795074462891,0.18743515014648438,0.3255443572998047,0.5129795074462891,1.0,0.0,1.0
2004-08-16,17.34199333190918,0.03159397295449451,11471972.0,17.831863925671577,19.009422782199742,0.0,-1.0,-1.0,0.019890919573419638,0.0135307183721619,0.0,-1.0,-1.0,18.14592170715332,0.6356285525801629,18.781550259733482,17.51029315457316,1.0,0.0,1.0,11344896.2,7449035.4,1.523002052050927,1.0,0.0,1.0,0.76947021484375,0.8385257720947266,0.06905555725097656,0.8385257720947266,0.0,0.0,0.0
2004-08-17,17.688024520874023,0.019953368816498562,6826863.0,17.813231991357643,18.974462749239528,0.0,-1.0,-1.0,0.02032140374532355,0.013835599578554434,0.0,-1.0,-1.0,18.068667125701904,0.5886989289504783,18.657366054652382,17.479968196751425,0.0,0.0,0.0,10844845.6,7512201.466666667,1.443630824881498,1.0,0.0,1.0,0.5129795074462891,0.5129795074462891,0.0,0.5129795074462891,1.0,0.0,1.0
2004-08-18,17.91335678100586,0.012739255300438845,4774658.0,17.826200362779907,18.946741006426656,0.0,-1.0,-1.0,0.01953269461717192,0.013853757470490256,0.0,-1.0,-1.0,18.01314067840576,0.5445798549560277,18.55772053336179,17.468560823449735,0.0,0.0,0.0,9396107.6,7451792.6,1.26091909750682,1.0,0.0,1.0,0.5721702575683594,0.34527587890625,0.22689437866210938,0.5721702575683594,1.0,0.0,1.0
2004-08-19,18.026016235351562,0.006289131385199598,4994627.0,17.85207905100704,18.922980402953204,0.0,-1.0,-1.0,0.018316873323519042,0.013728726496116856,0.0,-1.0,-1.0,17.976525402069093,0.5156924069597963,18.49221780902889,17.460832995109296,0.0,0.0,0.0,7785686.8,7510072.666666667,1.0366992631851142,1.0,0.0,1.0,0.29594993591308594,0.15784072875976562,0.1381092071533203,0.29594993591308594,1.0,0.0,1.0
2004-08-20,18.05820655822754,0.0017857702143220244,6499442.0,17.878773487804047,18.900929169563177,0.0,-1.0,-1.0,0.017089666917946937,0.013559461887800122,0.0,-1.0,-1.0,17.955602169036865,0.5026563570786087,18.458258526115475,17.452945811958255,0.0,0.0,0.0,6913512.4,7621490.133333334,0.9071077019129208,0.0,-1.0,-1.0,0.27622032165527344,0.10851478576660156,0.16770553588867188,0.27622032165527344,1.0,0.0,1.0
2004-08-23,17.840927124023438,-0.012032171273680947,4154992.0,17.873872483724647,18.874213165397766,0.0,-1.0,-1.0,0.01664478021521418,0.013493816252288286,0.0,-1.0,-1.0,17.92824125289917,0.49266670366548543,18.420907956564655,17.435574549233685,0.0,0.0,0.0,5450116.4,7550471.333333333,0.7218246595996172,0.0,-1.0,-1.0,0.47352027893066406,0.18743515014648438,0.2860851287841797,0.47352027893066406,1.0,0.0,1.0
2004-08-24,17.953588485717773,0.006314770578409679,5287278.0,17.88419500063117,18.851272351660924,0.0,-1.0,-1.0,0.015688576686433902,0.013379533842309084,0.0,-1.0,-1.0,17.902489757537843,0.4761170452941479,18.378606802831992,17.426372712243694,0.0,0.0,0.0,5142199.4,7582159.133333334,0.6781972403340132,0.0,-1.0,-1.0,0.39460182189941406,0.4241962432861328,0.02959442138671875,0.4241962432861328,1.0,0.0,1.0
2004-08-25,18.106487274169922,0.008516335805166753,4876026.0,17.912978682433355,18.832917919103217,0.0,-1.0,-1.0,0.014885410713154187,0.013301134055341213,0.0,-1.0,-1.0,17.888809299468996,0.4654836265324781,18.354292926001474,17.423325672936517,0.0,0.0,0.0,5162473.0,7456266.2,0.6923670455864357,0.0,-1.0,-1.0,0.47351837158203125,0.37486839294433594,0.09864997863769531,0.47351837158203125,1.0,0.0,1.0
2004-08-26,18.251340866088867,0.008000093542472442,2889306.0,17.956790172674065,18.818739784361576,0.0,-1.0,-1.0,0.014057546284845018,0.013211970230865466,0.0,-1.0,-1.0,17.8759334564209,0.4507583354392877,18.32669179186019,17.42517512098161,0.0,0.0,0.0,4741408.8,7239493.133333334,0.6549365698226552,0.0,-1.0,-1.0,0.29594993591308594,0.2762184143066406,0.019731521606445312,0.29594993591308594,1.0,0.0,1.0
2004-08-27,18.235240936279297,-0.0008821231233199223,3743639.0,17.99284312975116,18.80466416176213,0.0,-1.0,-1.0,0.013170486734885228,0.01304993126787412,0.0,-1.0,-1.0,17.85863161087036,0.42834335345635555,18.286974964326717,17.430288257414006,0.0,0.0,0.0,4190248.2,7068531.8,0.5928031900486039,0.0,-1.0,-1.0,0.35514068603515625,0.06905555725097656,0.2860851287841797,0.35514068603515625,1.0,0.0,1.0
2004-08-30,18.026016235351562,-0.011473646093234646,3714850.0,17.9971381642693,18.78607351354983,0.0,-1.0,-1.0,0.013166591703464977,0.01299477563912902,0.0,-1.0,-1.0,17.830465698242186,0.3949888130236144,18.225454511265802,17.43547688521857,0.0,0.0,0.0,4102219.8,6965744.133333334,0.588913362517804,0.0,-1.0,-1.0,0.25649070739746094,0.0197296142578125,0.27622032165527344,0.27622032165527344,1.0,0.0,1.0
2004-08-31,18.066251754760742,0.0022320805043030134,5101166.0,18.006086320931136,18.769059355948347,0.0,-1.0,-1.0,0.012302052947234882,0.012848930842924204,1.0,0.0,1.0,17.817589855194093,0.38204702350641506,18.19963687870051,17.435542831687677,0.0,0.0,0.0,4064997.4,6684014.133333334,0.6081670862614972,0.0,-1.0,-1.0,0.2564888000488281,0.18743324279785156,0.06905555725097656,0.2564888000488281,1.0,0.0,1.0
2004-09-01,18.090394973754883,0.0013363712253029458,4670654.0,18.017001559104603,18.753174789889037,0.0,-1.0,-1.0,0.011480960629642416,0.012701309248729375,1.0,0.0,1.0,17.817187595367432,0.38173986266465215,18.198927458032085,17.43544773270278,0.0,0.0,0.0,4023923.0,6194167.866666666,0.6496309248663351,0.0,-1.0,-1.0,0.23676109313964844,0.07892036437988281,0.15784072875976562,0.23676109313964844,1.0,0.0,1.0
2004-09-02,18.13867950439453,0.002669070007022878,5099645.0,18.03275462356317,18.738929443222982,0.0,-1.0,-1.0,0.010734040743679726,0.0125639793843866,1.0,0.0,1.0,17.827649116516113,0.387797198085844,18.21544631460196,17.439851918430268,0.0,0.0,0.0,4465990.8,5664362.133333334,0.7884366668082143,0.0,-1.0,-1.0,0.3452739715576172,0.09864997863769531,0.24662399291992188,0.3452739715576172,1.0,0.0,1.0
2004-09-03,18.001873016357422,-0.007542251794236954,4262443.0,18.028756592041546,18.72200222879396,0.0,-1.0,-1.0,0.01044190704434454,0.012458029606413975,1.0,0.0,1.0,17.84293899536133,0.3883645463857928,18.231303541747124,17.454574448975535,0.0,0.0,0.0,4569751.6,5224504.066666666,0.8746766279991793,0.0,-1.0,-1.0,0.384735107421875,0.14797401428222656,0.23676109313964844,0.384735107421875,1.0,0.0,1.0
